business_id,account_id,date,amount,transaction_type,merchant_category,balance_after_transaction,risk_label
1001,A1001_1,2023-02-02 08:17:25.306633291,79.83,credit,services,-717.8,0
1019,A1019_0,2023-02-02 19:13:26.508135169,-7.53,debit,misc,-1364.6,0
1027,A1027_0,2023-02-03 06:09:27.709637046,220.66,credit,services,-951.37,1
1014,A1014_1,2023-02-03 17:05:28.911138923,22.85,credit,transport,-1212.21,0
1027,A1027_0,2023-02-04 04:01:30.112640801,30.06,credit,salary,-720.55,1
1006,A1006_1,2023-02-04 14:57:31.314142678,-72.72,debit,retail,-1092.61,0
1011,A1011_0,2023-02-05 01:53:32.515644555,-11.39,debit,transport,-1418.39,1
1028,A1028_1,2023-02-05 12:49:33.717146433,61.56,credit,retail,-1009.09,0
1007,A1007_1,2023-02-05 23:45:34.918648310,-342.03,debit,retail,-1229.92,0
1014,A1014_1,2023-02-06 10:41:36.120150187,-269.64,debit,salary,-1540.14,0
1002,A1002_0,2023-02-06 21:37:37.321652065,148.65,credit,misc,-1154.3,1
1013,A1013_1,2023-02-07 08:33:38.523153942,34.17,credit,services,-1868.32,0
1016,A1016_0,2023-02-07 19:29:39.724655819,-36.8,debit,salary,-1723.52,1
1003,A1003_0,2023-02-08 06:25:40.926157697,3.69,credit,transport,-1275.07,0
1017,A1017_0,2023-02-08 17:21:42.127659574,69.52,credit,misc,-1615.07,0
1007,A1007_0,2023-02-09 04:17:43.329161451,-107.95,debit,transport,-1433.3,0
1003,A1003_1,2023-02-09 15:13:44.530663329,-155.66,debit,misc,-2387.02,0
1001,A1001_1,2023-02-10 02:09:45.732165206,39.17,credit,transport,-807.15,0
1029,A1029_0,2023-02-10 13:05:46.933667083,-195.67,debit,salary,-1898.52,0
1005,A1005_0,2023-02-11 00:01:48.135168961,81.65,credit,misc,-1377.76,0
1021,A1021_1,2023-02-11 10:57:49.336670838,-340.52,debit,misc,-2177.54,1
1009,A1009_0,2023-02-11 21:53:50.538172715,205.83,credit,retail,-1746.23,0
1003,A1003_1,2023-02-12 08:49:51.739674593,94.52,credit,retail,-1328.54,0
1021,A1021_0,2023-02-12 19:45:52.941176470,51.21,credit,utilities,-1375.17,1
1028,A1028_0,2023-02-13 06:41:54.142678347,196.54,credit,transport,-1589.71,0
1017,A1017_1,2023-02-13 17:37:55.344180225,333.09,credit,retail,-1235.86,0
1025,A1025_0,2023-02-14 04:33:56.545682102,202.87,credit,utilities,-691.34,0
1011,A1011_1,2023-02-14 15:29:57.747183979,-368.17,debit,retail,-660.61,1
1001,A1001_0,2023-02-15 02:25:58.948685857,-255.92,debit,transport,-1558.82,0
1009,A1009_0,2023-02-15 13:22:00.150187734,-124.96,debit,misc,-1154.34,0
1029,A1029_0,2023-02-16 00:18:01.351689611,5.22,credit,services,-1808.66,0
1003,A1003_1,2023-02-16 11:14:02.553191489,103.53,credit,transport,-1347.12,0
1013,A1013_0,2023-02-16 22:10:03.754693366,-145.15,debit,salary,-1447.51,0
1015,A1015_0,2023-02-17 09:06:04.956195244,37.35,credit,retail,-1863.5,0
1014,A1014_0,2023-02-17 20:02:06.157697121,-151.08,debit,retail,-2115.71,0
1007,A1007_0,2023-02-18 06:58:07.359198998,-122.3,debit,misc,-1670.27,0
1013,A1013_1,2023-02-18 17:54:08.560700876,-281.33,debit,salary,-2454.69,0
1022,A1022_1,2023-02-19 04:50:09.762202753,-184.65,debit,misc,-2748.17,0
1027,A1027_0,2023-02-19 15:46:10.963704630,-270.34,debit,salary,-2955.4,1
1024,A1024_1,2023-02-20 02:42:12.165206508,-195.17,debit,services,-3106.06,1
1029,A1029_0,2023-02-20 13:38:13.366708385,210.73,credit,retail,-2477.66,0
1007,A1007_0,2023-02-21 00:34:14.568210262,-189.88,debit,retail,-2770.02,0
1020,A1020_0,2023-02-21 11:30:15.769712140,526.48,credit,services,-2183.35,0
1015,A1015_1,2023-02-21 22:26:16.971214017,98.66,credit,utilities,-2172.98,0
1012,A1012_1,2023-02-22 09:22:18.172715895,36.97,credit,misc,-2440.57,0
1017,A1017_1,2023-02-22 20:18:19.374217772,-171.67,debit,services,-2224.96,0
1014,A1014_1,2023-02-23 07:14:20.575719649,140.06,credit,misc,-1939.29,0
1020,A1020_1,2023-02-23 18:10:21.777221527,-115.13,debit,transport,-2233.81,0
1023,A1023_1,2023-02-24 05:06:22.978723404,24.4,credit,retail,-2249.86,1
1025,A1025_1,2023-02-24 16:02:24.180225281,512.02,credit,misc,-2102.86,0
1024,A1024_1,2023-02-25 02:58:25.381727159,-19.21,debit,salary,-1828.4,1
1027,A1027_1,2023-02-25 13:54:26.583229036,229.85,credit,misc,-1908.17,1
1027,A1027_0,2023-02-26 00:50:27.784730913,-140.64,debit,transport,-1809.95,1
1027,A1027_1,2023-02-26 11:46:28.986232791,-7.0,debit,retail,-2301.82,1
1012,A1012_1,2023-02-26 22:42:30.187734668,354.16,credit,services,-1945.35,0
1008,A1008_1,2023-02-27 09:38:31.389236545,-125.39,debit,transport,-1638.28,0
1028,A1028_1,2023-02-27 20:34:32.590738423,362.49,credit,retail,-1383.01,0
1014,A1014_1,2023-02-28 07:30:33.792240300,141.55,credit,misc,-1044.89,0
1012,A1012_1,2023-02-28 18:26:34.993742177,-112.49,debit,utilities,-1229.85,0
1000,A1000_1,2023-03-01 05:22:36.195244055,126.48,credit,utilities,-1053.88,0
1024,A1024_1,2023-03-01 16:18:37.396745932,194.51,credit,salary,-685.85,1
1006,A1006_1,2023-03-02 03:14:38.598247809,124.36,credit,retail,-883.05,0
1008,A1008_1,2023-03-02 14:10:39.799749687,-314.04,debit,utilities,-1123.94,0
1023,A1023_1,2023-03-03 01:06:41.001251564,-145.43,debit,services,-767.03,1
1000,A1000_0,2023-03-03 12:02:42.202753441,-49.5,debit,retail,-1252.11,0
1011,A1011_0,2023-03-03 22:58:43.404255319,-14.89,debit,services,-1321.69,1
1007,A1007_1,2023-03-04 09:54:44.605757196,124.13,credit,services,-1119.05,0
1023,A1023_1,2023-03-04 20:50:45.807259073,35.54,credit,utilities,-1156.67,1
1010,A1010_0,2023-03-05 07:46:47.008760951,-267.07,debit,retail,-1588.2,0
1018,A1018_1,2023-03-05 18:42:48.210262828,76.04,credit,misc,-1598.7,0
1016,A1016_0,2023-03-06 05:38:49.411764705,122.12,credit,transport,-1406.2,1
1007,A1007_0,2023-03-06 16:34:50.613266583,111.96,credit,utilities,-803.33,0
1002,A1002_0,2023-03-07 03:30:51.814768460,216.16,credit,utilities,-1038.02,1
1002,A1002_0,2023-03-07 14:26:53.016270338,166.78,credit,misc,-728.75,1
1000,A1000_0,2023-03-08 01:22:54.217772215,91.84,credit,retail,-380.21,0
1026,A1026_1,2023-03-08 12:18:55.419274092,-14.03,debit,retail,-687.98,1
1004,A1004_0,2023-03-08 23:14:56.620775970,-332.19,debit,services,-746.64,1
1009,A1009_1,2023-03-09 10:10:57.822277847,85.92,credit,misc,-1312.97,0
1006,A1006_1,2023-03-09 21:06:59.023779724,41.54,credit,misc,-848.95,0
1025,A1025_0,2023-03-10 08:03:00.225281602,54.32,credit,retail,-731.2,0
1008,A1008_0,2023-03-10 18:59:01.426783479,-255.35,debit,services,-1003.28,0
1027,A1027_1,2023-03-11 05:55:02.628285356,-216.21,debit,utilities,-1722.31,1
1006,A1006_0,2023-03-11 16:51:03.829787234,210.63,credit,salary,-654.87,0
1008,A1008_0,2023-03-12 03:47:05.031289111,-7.91,debit,transport,-1280.11,0
1007,A1007_1,2023-03-12 14:43:06.232790988,136.3,credit,utilities,-786.9,0
1011,A1011_1,2023-03-13 01:39:07.434292866,5.66,credit,retail,-879.36,1
1001,A1001_0,2023-03-13 12:35:08.635794743,5.95,credit,transport,-574.69,0
1000,A1000_1,2023-03-13 23:31:09.837296620,187.66,credit,salary,-31.89,0
1015,A1015_0,2023-03-14 10:27:11.038798498,-103.21,debit,salary,-1178.46,0
1022,A1022_0,2023-03-14 21:23:12.240300375,19.22,credit,services,-966.8,0
1022,A1022_0,2023-03-15 08:19:13.441802252,-92.46,debit,transport,-807.86,0
1029,A1029_1,2023-03-15 19:15:14.643304130,-86.9,debit,services,-1283.1,0
1023,A1023_1,2023-03-16 06:11:15.844806007,-61.83,debit,utilities,-778.67,1
1004,A1004_1,2023-03-16 17:07:17.046307884,44.43,credit,misc,-715.88,1
1002,A1002_1,2023-03-17 04:03:18.247809762,-95.75,debit,misc,-896.81,1
1011,A1011_1,2023-03-17 14:59:19.449311639,251.15,credit,misc,-742.52,1
1007,A1007_0,2023-03-18 01:55:20.650813516,-178.92,debit,transport,-581.5,0
1021,A1021_0,2023-03-18 12:51:21.852315394,-37.37,debit,misc,-1376.47,1
1026,A1026_0,2023-03-18 23:47:23.053817271,-87.95,debit,utilities,-1098.15,1
1002,A1002_0,2023-03-19 10:43:24.255319148,289.4,credit,services,-1049.97,1
1000,A1000_1,2023-03-19 21:39:25.456821026,39.31,credit,transport,-522.05,0
1002,A1002_0,2023-03-20 08:35:26.658322903,206.37,credit,services,-1132.65,1
1004,A1004_1,2023-03-20 19:31:27.859824780,-297.11,debit,transport,-888.19,1
1014,A1014_0,2023-03-21 06:27:29.061326658,53.41,credit,services,-725.78,0
1013,A1013_1,2023-03-21 17:23:30.262828535,177.93,credit,salary,-932.67,0
1002,A1002_1,2023-03-22 04:19:31.464330412,16.46,credit,services,-819.82,1
1000,A1000_0,2023-03-22 15:15:32.665832290,213.1,credit,misc,-414.25,0
1004,A1004_0,2023-03-23 02:11:33.867334167,-103.46,debit,salary,-235.79,1
1025,A1025_0,2023-03-23 13:07:35.068836045,281.87,credit,services,-550.31,0
1022,A1022_0,2023-03-24 00:03:36.270337922,459.78,credit,transport,-38.2,0
1013,A1013_1,2023-03-24 10:59:37.471839799,-72.57,debit,transport,484.44,0
1006,A1006_0,2023-03-24 21:55:38.673341677,-89.1,debit,transport,-24.23,0
1026,A1026_0,2023-03-25 08:51:39.874843554,290.68,credit,retail,115.08,1
1008,A1008_1,2023-03-25 19:47:41.076345431,315.91,credit,utilities,882.86,0
1014,A1014_0,2023-03-26 06:43:42.277847309,-104.57,debit,transport,413.22,0
1014,A1014_0,2023-03-26 17:39:43.479349186,-84.04,debit,salary,783.87,0
1025,A1025_0,2023-03-27 04:35:44.680851063,-56.36,debit,transport,220.16,0
1009,A1009_0,2023-03-27 15:31:45.882352941,-268.89,debit,retail,102.51,0
1027,A1027_0,2023-03-28 02:27:47.083854818,-183.73,debit,misc,250.15,1
1012,A1012_1,2023-03-28 13:23:48.285356695,-200.83,debit,salary,-302.05,0
1018,A1018_0,2023-03-29 00:19:49.486858573,-153.56,debit,retail,-160.91,0
1006,A1006_0,2023-03-29 11:15:50.688360450,-6.94,debit,misc,-414.33,0
1016,A1016_0,2023-03-29 22:11:51.889862327,46.84,credit,salary,246.68,1
1019,A1019_0,2023-03-30 09:07:53.091364205,310.1,credit,services,432.9,0
1028,A1028_0,2023-03-30 20:03:54.292866082,-199.67,debit,utilities,-635.83,0
1003,A1003_1,2023-03-31 06:59:55.494367959,196.86,credit,utilities,116.13,0
1029,A1029_0,2023-03-31 17:55:56.695869837,-42.8,debit,retail,-328.26,0
1004,A1004_1,2023-04-01 04:51:57.897371714,-9.89,debit,misc,-35.78,1
1022,A1022_1,2023-04-01 15:47:59.098873591,134.96,credit,utilities,62.24,0
1006,A1006_0,2023-04-02 02:44:00.300375469,-224.54,debit,misc,-499.43,0
1012,A1012_0,2023-04-02 13:40:01.501877346,76.48,credit,misc,211.22,0
1014,A1014_0,2023-04-03 00:36:02.703379223,33.29,credit,retail,-12.05,0
1010,A1010_0,2023-04-03 11:32:03.904881101,98.49,credit,retail,-59.95,0
1028,A1028_1,2023-04-03 22:28:05.106382978,57.83,credit,retail,-48.15,0
1003,A1003_0,2023-04-04 09:24:06.307884855,491.06,credit,utilities,616.27,0
1012,A1012_0,2023-04-04 20:20:07.509386733,-127.55,debit,retail,569.17,0
1006,A1006_0,2023-04-05 07:16:08.710888610,-106.2,debit,utilities,303.1,0
1026,A1026_0,2023-04-05 18:12:09.912390488,-124.63,debit,retail,-633.8,1
1018,A1018_0,2023-04-06 05:08:11.113892365,-111.1,debit,transport,109.93,0
1021,A1021_0,2023-04-06 16:04:12.315394242,-127.48,debit,misc,-455.06,1
1027,A1027_1,2023-04-07 03:00:13.516896120,237.8,credit,retail,152.34,1
1001,A1001_1,2023-04-07 13:56:14.718397997,284.1,credit,salary,77.91,0
1009,A1009_0,2023-04-08 00:52:15.919899874,-114.15,debit,misc,-39.82,0
1012,A1012_0,2023-04-08 11:48:17.121401752,-166.47,debit,misc,589.2,0
1029,A1029_0,2023-04-08 22:44:18.322903629,94.28,credit,retail,216.91,0
1024,A1024_1,2023-04-09 09:40:19.524405506,-110.44,debit,services,83.5,1
1020,A1020_0,2023-04-09 20:36:20.725907384,126.59,credit,retail,473.85,0
1005,A1005_1,2023-04-10 07:32:21.927409261,40.58,credit,misc,258.49,0
1027,A1027_0,2023-04-10 18:28:23.128911138,-303.15,debit,salary,697.66,1
1027,A1027_0,2023-04-11 05:24:24.330413016,309.5,credit,misc,294.11,1
1011,A1011_0,2023-04-11 16:20:25.531914893,359.18,credit,salary,844.74,1
1011,A1011_0,2023-04-12 03:16:26.733416770,-122.56,debit,utilities,903.92,1
1019,A1019_1,2023-04-12 14:12:27.934918648,-77.54,debit,transport,1015.78,0
1029,A1029_1,2023-04-13 01:08:29.136420525,57.17,credit,misc,369.67,0
1029,A1029_0,2023-04-13 12:04:30.337922402,66.89,credit,retail,533.77,0
1010,A1010_0,2023-04-13 23:00:31.539424280,131.71,credit,utilities,1173.25,0
1025,A1025_1,2023-04-14 09:56:32.740926157,402.04,credit,transport,1435.93,0
1022,A1022_1,2023-04-14 20:52:33.942428034,-35.39,debit,retail,1480.07,0
1027,A1027_1,2023-04-15 07:48:35.143929912,-159.66,debit,services,587.25,1
1024,A1024_1,2023-04-15 18:44:36.345431790,-275.86,debit,retail,1186.4,1
1006,A1006_0,2023-04-16 05:40:37.546933666,-146.19,debit,salary,347.39,0
1029,A1029_1,2023-04-16 16:36:38.748435544,-6.63,debit,salary,626.87,0
1000,A1000_0,2023-04-17 03:32:39.949937422,358.91,credit,services,883.62,0
1000,A1000_1,2023-04-17 14:28:41.151439298,-103.52,debit,utilities,561.03,0
1024,A1024_1,2023-04-18 01:24:42.352941176,44.76,credit,transport,445.57,1
1026,A1026_1,2023-04-18 12:20:43.554443054,-3.28,debit,retail,342.9,1
1029,A1029_1,2023-04-18 23:16:44.755944930,237.68,credit,salary,1139.44,0
1024,A1024_1,2023-04-19 10:12:45.957446808,505.39,credit,utilities,1151.52,1
1019,A1019_0,2023-04-19 21:08:47.158948686,-106.17,debit,services,1162.81,0
1012,A1012_0,2023-04-20 08:04:48.360450562,-97.89,debit,misc,1339.65,0
1008,A1008_1,2023-04-20 19:00:49.561952440,208.83,credit,salary,822.25,0
1002,A1002_1,2023-04-21 05:56:50.763454318,136.38,credit,services,1983.96,1
1006,A1006_0,2023-04-21 16:52:51.964956194,369.34,credit,retail,1396.64,0
1005,A1005_1,2023-04-22 03:48:53.166458072,116.79,credit,transport,2213.19,0
1007,A1007_1,2023-04-22 14:44:54.367959950,-71.86,debit,salary,2169.05,0
1026,A1026_0,2023-04-23 01:40:55.569461826,118.13,credit,salary,2444.09,1
1008,A1008_1,2023-04-23 12:36:56.770963704,221.74,credit,retail,2491.91,0
1029,A1029_1,2023-04-23 23:32:57.972465582,164.1,credit,misc,3273.88,0
1004,A1004_0,2023-04-24 10:28:59.173967458,101.45,credit,utilities,2834.86,1
1000,A1000_0,2023-04-24 21:25:00.375469336,213.33,credit,transport,3299.37,0
1018,A1018_0,2023-04-25 08:21:01.576971214,233.86,credit,salary,3000.11,0
1009,A1009_1,2023-04-25 19:17:02.778473090,276.43,credit,transport,3529.81,0
1011,A1011_0,2023-04-26 06:13:03.979974968,129.74,credit,salary,4087.59,1
1023,A1023_0,2023-04-26 17:09:05.181476846,-33.42,debit,transport,3518.59,1
1014,A1014_0,2023-04-27 04:05:06.382978722,29.34,credit,services,3676.91,0
1026,A1026_0,2023-04-27 15:01:07.584480600,241.3,credit,salary,4154.8,1
1021,A1021_0,2023-04-28 01:57:08.785982478,-163.39,debit,transport,3474.48,1
1023,A1023_0,2023-04-28 12:53:09.987484354,73.73,credit,utilities,3122.41,1
1008,A1008_1,2023-04-28 23:49:11.188986232,-78.67,debit,services,3768.88,0
1019,A1019_1,2023-04-29 10:45:12.390488110,5.75,credit,services,3994.56,0
1016,A1016_0,2023-04-29 21:41:13.591989986,255.69,credit,utilities,3548.22,1
1029,A1029_0,2023-04-30 08:37:14.793491864,38.22,credit,transport,4192.94,0
1016,A1016_0,2023-04-30 19:33:15.994993742,9.29,credit,retail,4204.25,1
1025,A1025_1,2023-05-01 06:29:17.196495618,-271.97,debit,utilities,3047.14,0
1019,A1019_1,2023-05-01 17:25:18.397997496,149.25,credit,transport,3597.55,0
1011,A1011_1,2023-05-02 04:21:19.599499374,129.1,credit,utilities,3888.79,1
1029,A1029_1,2023-05-02 15:17:20.801001250,432.65,credit,utilities,4386.3,0
1006,A1006_1,2023-05-03 02:13:22.002503128,-61.56,debit,salary,4155.69,0
1001,A1001_1,2023-05-03 13:09:23.204005006,43.83,credit,transport,4183.36,0
1002,A1002_1,2023-05-04 00:05:24.405506882,49.88,credit,retail,4973.78,1
1016,A1016_1,2023-05-04 11:01:25.607008760,315.49,credit,salary,4755.56,1
1004,A1004_1,2023-05-04 21:57:26.808510638,-19.06,debit,utilities,4560.26,1
1016,A1016_0,2023-05-05 08:53:28.010012514,55.8,credit,misc,4812.22,1
1023,A1023_0,2023-05-05 19:49:29.211514392,121.58,credit,utilities,5107.28,1
1016,A1016_0,2023-05-06 06:45:30.413016270,37.32,credit,utilities,4998.96,1
1026,A1026_0,2023-05-06 17:41:31.614518146,-89.29,debit,transport,4832.46,1
1016,A1016_1,2023-05-07 04:37:32.816020024,38.82,credit,transport,4737.99,1
1001,A1001_1,2023-05-07 15:33:34.017521902,214.73,credit,salary,4949.09,0
1001,A1001_0,2023-05-08 02:29:35.219023778,-205.3,debit,retail,4763.09,0
1027,A1027_1,2023-05-08 13:25:36.420525656,26.59,credit,salary,5070.66,1
1021,A1021_0,2023-05-09 00:21:37.622027534,-140.02,debit,services,4530.75,1
1022,A1022_1,2023-05-09 11:17:38.823529410,239.01,credit,utilities,5185.99,0
1004,A1004_0,2023-05-09 22:13:40.025031288,-304.64,debit,misc,5187.27,1
1000,A1000_1,2023-05-10 09:09:41.226533166,-111.78,debit,utilities,4749.3,0
1000,A1000_1,2023-05-10 20:05:42.428035042,75.44,credit,utilities,4616.15,0
1018,A1018_0,2023-05-11 07:01:43.629536920,313.1,credit,salary,4650.69,0
1029,A1029_1,2023-05-11 17:57:44.831038798,-13.15,debit,misc,5500.41,0
1001,A1001_0,2023-05-12 04:53:46.032540676,-111.04,debit,misc,4564.93,0
1020,A1020_0,2023-05-12 15:49:47.234042552,376.23,credit,misc,5546.74,0
1011,A1011_0,2023-05-13 02:45:48.435544430,-289.6,debit,salary,5194.13,1
1025,A1025_0,2023-05-13 13:41:49.637046308,-439.76,debit,utilities,4491.78,0
1005,A1005_1,2023-05-14 00:37:50.838548184,88.0,credit,salary,4571.92,0
1022,A1022_1,2023-05-14 11:33:52.040050062,-100.41,debit,transport,3999.69,0
1003,A1003_1,2023-05-14 22:29:53.241551940,-204.25,debit,transport,4445.17,0
1022,A1022_0,2023-05-15 09:25:54.443053816,141.67,credit,salary,4673.8,0
1010,A1010_1,2023-05-15 20:21:55.644555694,48.76,credit,misc,4209.86,0
1023,A1023_0,2023-05-16 07:17:56.846057572,-112.82,debit,utilities,4377.01,1
1026,A1026_1,2023-05-16 18:13:58.047559448,-256.06,debit,salary,4179.06,1
1016,A1016_1,2023-05-17 05:09:59.249061326,174.49,credit,salary,4517.56,1
1005,A1005_1,2023-05-17 16:06:00.450563204,130.04,credit,salary,4473.37,0
1023,A1023_0,2023-05-18 03:02:01.652065080,-19.84,debit,services,3964.49,1
1004,A1004_1,2023-05-18 13:58:02.853566958,369.33,credit,transport,4662.74,1
1019,A1019_1,2023-05-19 00:54:04.055068836,-214.02,debit,misc,4675.09,0
1001,A1001_0,2023-05-19 11:50:05.256570712,-305.11,debit,retail,4555.05,0
1005,A1005_1,2023-05-19 22:46:06.458072590,-138.38,debit,misc,3978.92,0
1021,A1021_0,2023-05-20 09:42:07.659574468,-9.12,debit,retail,4811.38,1
1010,A1010_1,2023-05-20 20:38:08.861076344,48.67,credit,services,3635.42,0
1015,A1015_0,2023-05-21 07:34:10.062578222,-48.25,debit,salary,3986.4,0
1015,A1015_0,2023-05-21 18:30:11.264080100,70.41,credit,services,4201.01,0
1000,A1000_1,2023-05-22 05:26:12.465581976,-250.31,debit,services,3915.39,0
1008,A1008_0,2023-05-22 16:22:13.667083854,288.75,credit,utilities,3894.72,0
1027,A1027_0,2023-05-23 03:18:14.868585732,-16.43,debit,transport,4382.29,1
1026,A1026_0,2023-05-23 14:14:16.070087608,223.46,credit,retail,4582.72,1
1005,A1005_0,2023-05-24 01:10:17.271589486,68.55,credit,salary,4554.33,0
1015,A1015_0,2023-05-24 12:06:18.473091364,91.35,credit,retail,4730.84,0
1028,A1028_0,2023-05-24 23:02:19.674593240,113.95,credit,misc,4618.11,0
1002,A1002_1,2023-05-25 09:58:20.876095118,89.54,credit,retail,4349.57,1
