date_id,date,year,quarter,month,month_name
59,2015-02-28,2015,1,2,February
60,2015-03-01,2015,1,3,March
61,2015-03-02,2015,1,3,March
62,2015-03-03,2015,1,3,March
63,2015-03-04,2015,1,3,March
64,2015-03-05,2015,1,3,March
65,2015-03-06,2015,1,3,March
66,2015-03-07,2015,1,3,March
67,2015-03-08,2015,1,3,March
68,2015-03-09,2015,1,3,March
69,2015-03-10,2015,1,3,March
70,2015-03-11,2015,1,3,March
71,2015-03-12,2015,1,3,March
72,2015-03-13,2015,1,3,March
73,2015-03-14,2015,1,3,March
74,2015-03-15,2015,1,3,March
75,2015-03-16,2015,1,3,March
76,2015-03-17,2015,1,3,March
77,2015-03-18,2015,1,3,March
78,2015-03-19,2015,1,3,March
79,2015-03-20,2015,1,3,March
80,2015-03-21,2015,1,3,March
81,2015-03-22,2015,1,3,March
82,2015-03-23,2015,1,3,March
83,2015-03-24,2015,1,3,March
84,2015-03-25,2015,1,3,March
85,2015-03-26,2015,1,3,March
86,2015-03-27,2015,1,3,March
87,2015-03-28,2015,1,3,March
88,2015-03-29,2015,1,3,March
89,2015-03-30,2015,1,3,March
90,2015-03-31,2015,1,3,March
91,2015-04-01,2015,2,4,April
92,2015-04-02,2015,2,4,April
93,2015-04-03,2015,2,4,April
94,2015-04-04,2015,2,4,April
95,2015-04-05,2015,2,4,April
96,2015-04-06,2015,2,4,April
97,2015-04-07,2015,2,4,April
98,2015-04-08,2015,2,4,April
99,2015-04-09,2015,2,4,April
100,2015-04-10,2015,2,4,April
101,2015-04-11,2015,2,4,April
102,2015-04-12,2015,2,4,April
103,2015-04-13,2015,2,4,April
104,2015-04-14,2015,2,4,April
105,2015-04-15,2015,2,4,April
106,2015-04-16,2015,2,4,April
107,2015-04-17,2015,2,4,April
108,2015-04-18,2015,2,4,April
109,2015-04-19,2015,2,4,April
110,2015-04-20,2015,2,4,April
111,2015-04-21,2015,2,4,April
112,2015-04-22,2015,2,4,April
113,2015-04-23,2015,2,4,April
114,2015-04-24,2015,2,4,April
115,2015-04-25,2015,2,4,April
116,2015-04-26,2015,2,4,April
117,2015-04-27,2015,2,4,April
118,2015-04-28,2015,2,4,April
119,2015-04-29,2015,2,4,April
120,2015-04-30,2015,2,4,April
121,2015-05-01,2015,2,5,May
122,2015-05-02,2015,2,5,May
123,2015-05-03,2015,2,5,May
124,2015-05-04,2015,2,5,May
125,2015-05-05,2015,2,5,May
126,2015-05-06,2015,2,5,May
127,2015-05-07,2015,2,5,May
128,2015-05-08,2015,2,5,May
129,2015-05-09,2015,2,5,May
130,2015-05-10,2015,2,5,May
131,2015-05-11,2015,2,5,May
132,2015-05-12,2015,2,5,May
133,2015-05-13,2015,2,5,May
134,2015-05-14,2015,2,5,May
135,2015-05-15,2015,2,5,May
136,2015-05-16,2015,2,5,May
137,2015-05-17,2015,2,5,May
138,2015-05-18,2015,2,5,May
139,2015-05-19,2015,2,5,May
140,2015-05-20,2015,2,5,May
141,2015-05-21,2015,2,5,May
142,2015-05-22,2015,2,5,May
143,2015-05-23,2015,2,5,May
144,2015-05-24,2015,2,5,May
145,2015-05-25,2015,2,5,May
146,2015-05-26,2015,2,5,May
147,2015-05-27,2015,2,5,May
148,2015-05-28,2015,2,5,May
149,2015-05-29,2015,2,5,May
150,2015-05-30,2015,2,5,May
151,2015-05-31,2015,2,5,May
152,2015-06-01,2015,2,6,June
153,2015-06-02,2015,2,6,June
154,2015-06-03,2015,2,6,June
155,2015-06-04,2015,2,6,June
156,2015-06-05,2015,2,6,June
157,2015-06-06,2015,2,6,June
158,2015-06-07,2015,2,6,June
159,2015-06-08,2015,2,6,June
160,2015-06-09,2015,2,6,June
161,2015-06-10,2015,2,6,June
162,2015-06-11,2015,2,6,June
163,2015-06-12,2015,2,6,June
164,2015-06-13,2015,2,6,June
165,2015-06-14,2015,2,6,June
166,2015-06-15,2015,2,6,June
167,2015-06-16,2015,2,6,June
168,2015-06-17,2015,2,6,June
169,2015-06-18,2015,2,6,June
170,2015-06-19,2015,2,6,June
171,2015-06-20,2015,2,6,June
172,2015-06-21,2015,2,6,June
173,2015-06-22,2015,2,6,June
174,2015-06-23,2015,2,6,June
175,2015-06-24,2015,2,6,June
176,2015-06-25,2015,2,6,June
177,2015-06-26,2015,2,6,June
178,2015-06-27,2015,2,6,June
179,2015-06-28,2015,2,6,June
180,2015-06-29,2015,2,6,June
181,2015-06-30,2015,2,6,June
182,2015-07-01,2015,3,7,July
183,2015-07-02,2015,3,7,July
184,2015-07-03,2015,3,7,July
185,2015-07-04,2015,3,7,July
186,2015-07-05,2015,3,7,July
187,2015-07-06,2015,3,7,July
188,2015-07-07,2015,3,7,July
189,2015-07-08,2015,3,7,July
190,2015-07-09,2015,3,7,July
191,2015-07-10,2015,3,7,July
192,2015-07-11,2015,3,7,July
193,2015-07-12,2015,3,7,July
194,2015-07-13,2015,3,7,July
195,2015-07-14,2015,3,7,July
196,2015-07-15,2015,3,7,July
197,2015-07-16,2015,3,7,July
198,2015-07-17,2015,3,7,July
199,2015-07-18,2015,3,7,July
200,2015-07-19,2015,3,7,July
201,2015-07-20,2015,3,7,July
202,2015-07-21,2015,3,7,July
203,2015-07-22,2015,3,7,July
204,2015-07-23,2015,3,7,July
205,2015-07-24,2015,3,7,July
206,2015-07-25,2015,3,7,July
207,2015-07-26,2015,3,7,July
208,2015-07-27,2015,3,7,July
209,2015-07-28,2015,3,7,July
210,2015-07-29,2015,3,7,July
211,2015-07-30,2015,3,7,July
212,2015-07-31,2015,3,7,July
213,2015-08-01,2015,3,8,August
214,2015-08-02,2015,3,8,August
215,2015-08-03,2015,3,8,August
216,2015-08-04,2015,3,8,August
217,2015-08-05,2015,3,8,August
218,2015-08-06,2015,3,8,August
219,2015-08-07,2015,3,8,August
220,2015-08-08,2015,3,8,August
221,2015-08-09,2015,3,8,August
222,2015-08-10,2015,3,8,August
223,2015-08-11,2015,3,8,August
224,2015-08-12,2015,3,8,August
225,2015-08-13,2015,3,8,August
226,2015-08-14,2015,3,8,August
227,2015-08-15,2015,3,8,August
228,2015-08-16,2015,3,8,August
229,2015-08-17,2015,3,8,August
230,2015-08-18,2015,3,8,August
231,2015-08-19,2015,3,8,August
232,2015-08-20,2015,3,8,August
233,2015-08-21,2015,3,8,August
234,2015-08-22,2015,3,8,August
235,2015-08-23,2015,3,8,August
236,2015-08-24,2015,3,8,August
237,2015-08-25,2015,3,8,August
238,2015-08-26,2015,3,8,August
239,2015-08-27,2015,3,8,August
240,2015-08-28,2015,3,8,August
241,2015-08-29,2015,3,8,August
242,2015-08-30,2015,3,8,August
243,2015-08-31,2015,3,8,August
244,2015-09-01,2015,3,9,September
245,2015-09-02,2015,3,9,September
246,2015-09-03,2015,3,9,September
247,2015-09-04,2015,3,9,September
248,2015-09-05,2015,3,9,September
249,2015-09-06,2015,3,9,September
250,2015-09-07,2015,3,9,September
251,2015-09-08,2015,3,9,September
252,2015-09-09,2015,3,9,September
253,2015-09-10,2015,3,9,September
254,2015-09-11,2015,3,9,September
255,2015-09-12,2015,3,9,September
256,2015-09-13,2015,3,9,September
257,2015-09-14,2015,3,9,September
258,2015-09-15,2015,3,9,September
259,2015-09-16,2015,3,9,September
260,2015-09-17,2015,3,9,September
261,2015-09-18,2015,3,9,September
262,2015-09-19,2015,3,9,September
263,2015-09-20,2015,3,9,September
264,2015-09-21,2015,3,9,September
265,2015-09-22,2015,3,9,September
266,2015-09-23,2015,3,9,September
267,2015-09-24,2015,3,9,September
268,2015-09-25,2015,3,9,September
269,2015-09-26,2015,3,9,September
270,2015-09-27,2015,3,9,September
271,2015-09-28,2015,3,9,September
272,2015-09-29,2015,3,9,September
273,2015-09-30,2015,3,9,September
274,2015-10-01,2015,4,10,October
275,2015-10-02,2015,4,10,October
276,2015-10-03,2015,4,10,October
277,2015-10-04,2015,4,10,October
278,2015-10-05,2015,4,10,October
279,2015-10-06,2015,4,10,October
280,2015-10-07,2015,4,10,October
281,2015-10-08,2015,4,10,October
282,2015-10-09,2015,4,10,October
283,2015-10-10,2015,4,10,October
284,2015-10-11,2015,4,10,October
285,2015-10-12,2015,4,10,October
286,2015-10-13,2015,4,10,October
287,2015-10-14,2015,4,10,October
288,2015-10-15,2015,4,10,October
289,2015-10-16,2015,4,10,October
290,2015-10-17,2015,4,10,October
291,2015-10-18,2015,4,10,October
292,2015-10-19,2015,4,10,October
293,2015-10-20,2015,4,10,October
294,2015-10-21,2015,4,10,October
295,2015-10-22,2015,4,10,October
296,2015-10-23,2015,4,10,October
297,2015-10-24,2015,4,10,October
298,2015-10-25,2015,4,10,October
299,2015-10-26,2015,4,10,October
300,2015-10-27,2015,4,10,October
301,2015-10-28,2015,4,10,October
302,2015-10-29,2015,4,10,October
303,2015-10-30,2015,4,10,October
304,2015-10-31,2015,4,10,October
305,2015-11-01,2015,4,11,November
306,2015-11-02,2015,4,11,November
307,2015-11-03,2015,4,11,November
308,2015-11-04,2015,4,11,November
309,2015-11-05,2015,4,11,November
310,2015-11-06,2015,4,11,November
311,2015-11-07,2015,4,11,November
312,2015-11-08,2015,4,11,November
313,2015-11-09,2015,4,11,November
314,2015-11-10,2015,4,11,November
315,2015-11-11,2015,4,11,November
316,2015-11-12,2015,4,11,November
317,2015-11-13,2015,4,11,November
318,2015-11-14,2015,4,11,November
319,2015-11-15,2015,4,11,November
320,2015-11-16,2015,4,11,November
321,2015-11-17,2015,4,11,November
322,2015-11-18,2015,4,11,November
323,2015-11-19,2015,4,11,November
324,2015-11-20,2015,4,11,November
325,2015-11-21,2015,4,11,November
326,2015-11-22,2015,4,11,November
327,2015-11-23,2015,4,11,November
328,2015-11-24,2015,4,11,November
329,2015-11-25,2015,4,11,November
330,2015-11-26,2015,4,11,November
331,2015-11-27,2015,4,11,November
332,2015-11-28,2015,4,11,November
333,2015-11-29,2015,4,11,November
334,2015-11-30,2015,4,11,November
335,2015-12-01,2015,4,12,December
336,2015-12-02,2015,4,12,December
337,2015-12-03,2015,4,12,December
338,2015-12-04,2015,4,12,December
339,2015-12-05,2015,4,12,December
340,2015-12-06,2015,4,12,December
341,2015-12-07,2015,4,12,December
342,2015-12-08,2015,4,12,December
343,2015-12-09,2015,4,12,December
344,2015-12-10,2015,4,12,December
345,2015-12-11,2015,4,12,December
346,2015-12-12,2015,4,12,December
347,2015-12-13,2015,4,12,December
348,2015-12-14,2015,4,12,December
349,2015-12-15,2015,4,12,December
350,2015-12-16,2015,4,12,December
351,2015-12-17,2015,4,12,December
352,2015-12-18,2015,4,12,December
353,2015-12-19,2015,4,12,December
354,2015-12-20,2015,4,12,December
355,2015-12-21,2015,4,12,December
356,2015-12-22,2015,4,12,December
357,2015-12-23,2015,4,12,December
358,2015-12-24,2015,4,12,December
359,2015-12-25,2015,4,12,December
360,2015-12-26,2015,4,12,December
361,2015-12-27,2015,4,12,December
362,2015-12-28,2015,4,12,December
363,2015-12-29,2015,4,12,December
364,2015-12-30,2015,4,12,December
365,2015-12-31,2015,4,12,December
366,2016-01-01,2016,1,1,January
367,2016-01-02,2016,1,1,January
368,2016-01-03,2016,1,1,January
369,2016-01-04,2016,1,1,January
370,2016-01-05,2016,1,1,January
371,2016-01-06,2016,1,1,January
372,2016-01-07,2016,1,1,January
373,2016-01-08,2016,1,1,January
374,2016-01-09,2016,1,1,January
375,2016-01-10,2016,1,1,January
376,2016-01-11,2016,1,1,January
377,2016-01-12,2016,1,1,January
378,2016-01-13,2016,1,1,January
379,2016-01-14,2016,1,1,January
380,2016-01-15,2016,1,1,January
381,2016-01-16,2016,1,1,January
382,2016-01-17,2016,1,1,January
383,2016-01-18,2016,1,1,January
384,2016-01-19,2016,1,1,January
385,2016-01-20,2016,1,1,January
386,2016-01-21,2016,1,1,January
387,2016-01-22,2016,1,1,January
388,2016-01-23,2016,1,1,January
389,2016-01-24,2016,1,1,January
390,2016-01-25,2016,1,1,January
391,2016-01-26,2016,1,1,January
392,2016-01-27,2016,1,1,January
393,2016-01-28,2016,1,1,January
394,2016-01-29,2016,1,1,January
395,2016-01-30,2016,1,1,January
396,2016-01-31,2016,1,1,January
397,2016-02-01,2016,1,2,February
398,2016-02-02,2016,1,2,February
399,2016-02-03,2016,1,2,February
400,2016-02-04,2016,1,2,February
401,2016-02-05,2016,1,2,February
402,2016-02-06,2016,1,2,February
403,2016-02-07,2016,1,2,February
404,2016-02-08,2016,1,2,February
405,2016-02-09,2016,1,2,February
406,2016-02-10,2016,1,2,February
407,2016-02-11,2016,1,2,February
408,2016-02-12,2016,1,2,February
409,2016-02-13,2016,1,2,February
410,2016-02-14,2016,1,2,February
411,2016-02-15,2016,1,2,February
412,2016-02-16,2016,1,2,February
413,2016-02-17,2016,1,2,February
414,2016-02-18,2016,1,2,February
415,2016-02-19,2016,1,2,February
416,2016-02-20,2016,1,2,February
417,2016-02-21,2016,1,2,February
418,2016-02-22,2016,1,2,February
419,2016-02-23,2016,1,2,February
420,2016-02-24,2016,1,2,February
421,2016-02-25,2016,1,2,February
422,2016-02-26,2016,1,2,February
423,2016-02-27,2016,1,2,February
424,2016-02-28,2016,1,2,February
425,2016-02-29,2016,1,2,February
426,2016-03-01,2016,1,3,March
427,2016-03-02,2016,1,3,March
428,2016-03-03,2016,1,3,March
429,2016-03-04,2016,1,3,March
430,2016-03-05,2016,1,3,March
431,2016-03-06,2016,1,3,March
432,2016-03-07,2016,1,3,March
433,2016-03-08,2016,1,3,March
434,2016-03-09,2016,1,3,March
435,2016-03-10,2016,1,3,March
436,2016-03-11,2016,1,3,March
437,2016-03-12,2016,1,3,March
438,2016-03-13,2016,1,3,March
439,2016-03-14,2016,1,3,March
440,2016-03-15,2016,1,3,March
441,2016-03-16,2016,1,3,March
442,2016-03-17,2016,1,3,March
443,2016-03-18,2016,1,3,March
444,2016-03-19,2016,1,3,March
445,2016-03-20,2016,1,3,March
446,2016-03-21,2016,1,3,March
447,2016-03-22,2016,1,3,March
448,2016-03-23,2016,1,3,March
449,2016-03-24,2016,1,3,March
450,2016-03-25,2016,1,3,March
451,2016-03-26,2016,1,3,March
452,2016-03-27,2016,1,3,March
453,2016-03-28,2016,1,3,March
454,2016-03-29,2016,1,3,March
455,2016-03-30,2016,1,3,March
456,2016-03-31,2016,1,3,March
457,2016-04-01,2016,2,4,April
458,2016-04-02,2016,2,4,April
459,2016-04-03,2016,2,4,April
460,2016-04-04,2016,2,4,April
461,2016-04-05,2016,2,4,April
462,2016-04-06,2016,2,4,April
463,2016-04-07,2016,2,4,April
464,2016-04-08,2016,2,4,April
465,2016-04-09,2016,2,4,April
466,2016-04-10,2016,2,4,April
467,2016-04-11,2016,2,4,April
468,2016-04-12,2016,2,4,April
469,2016-04-13,2016,2,4,April
470,2016-04-14,2016,2,4,April
471,2016-04-15,2016,2,4,April
472,2016-04-16,2016,2,4,April
473,2016-04-17,2016,2,4,April
474,2016-04-18,2016,2,4,April
475,2016-04-19,2016,2,4,April
476,2016-04-20,2016,2,4,April
477,2016-04-21,2016,2,4,April
478,2016-04-22,2016,2,4,April
479,2016-04-23,2016,2,4,April
480,2016-04-24,2016,2,4,April
481,2016-04-25,2016,2,4,April
482,2016-04-26,2016,2,4,April
483,2016-04-27,2016,2,4,April
484,2016-04-28,2016,2,4,April
485,2016-04-29,2016,2,4,April
486,2016-04-30,2016,2,4,April
487,2016-05-01,2016,2,5,May
488,2016-05-02,2016,2,5,May
489,2016-05-03,2016,2,5,May
490,2016-05-04,2016,2,5,May
491,2016-05-05,2016,2,5,May
492,2016-05-06,2016,2,5,May
493,2016-05-07,2016,2,5,May
494,2016-05-08,2016,2,5,May
495,2016-05-09,2016,2,5,May
496,2016-05-10,2016,2,5,May
497,2016-05-11,2016,2,5,May
498,2016-05-12,2016,2,5,May
499,2016-05-13,2016,2,5,May
500,2016-05-14,2016,2,5,May
501,2016-05-15,2016,2,5,May
502,2016-05-16,2016,2,5,May
503,2016-05-17,2016,2,5,May
504,2016-05-18,2016,2,5,May
505,2016-05-19,2016,2,5,May
506,2016-05-20,2016,2,5,May
507,2016-05-21,2016,2,5,May
508,2016-05-22,2016,2,5,May
509,2016-05-23,2016,2,5,May
510,2016-05-24,2016,2,5,May
511,2016-05-25,2016,2,5,May
512,2016-05-26,2016,2,5,May
513,2016-05-27,2016,2,5,May
514,2016-05-28,2016,2,5,May
515,2016-05-29,2016,2,5,May
516,2016-05-30,2016,2,5,May
517,2016-05-31,2016,2,5,May
518,2016-06-01,2016,2,6,June
519,2016-06-02,2016,2,6,June
520,2016-06-03,2016,2,6,June
521,2016-06-04,2016,2,6,June
522,2016-06-05,2016,2,6,June
523,2016-06-06,2016,2,6,June
524,2016-06-07,2016,2,6,June
525,2016-06-08,2016,2,6,June
526,2016-06-09,2016,2,6,June
527,2016-06-10,2016,2,6,June
528,2016-06-11,2016,2,6,June
529,2016-06-12,2016,2,6,June
530,2016-06-13,2016,2,6,June
531,2016-06-14,2016,2,6,June
532,2016-06-15,2016,2,6,June
533,2016-06-16,2016,2,6,June
534,2016-06-17,2016,2,6,June
535,2016-06-18,2016,2,6,June
536,2016-06-19,2016,2,6,June
537,2016-06-20,2016,2,6,June
538,2016-06-21,2016,2,6,June
539,2016-06-22,2016,2,6,June
540,2016-06-23,2016,2,6,June
541,2016-06-24,2016,2,6,June
542,2016-06-25,2016,2,6,June
543,2016-06-26,2016,2,6,June
544,2016-06-27,2016,2,6,June
545,2016-06-28,2016,2,6,June
546,2016-06-29,2016,2,6,June
547,2016-06-30,2016,2,6,June
548,2016-07-01,2016,3,7,July
549,2016-07-02,2016,3,7,July
550,2016-07-03,2016,3,7,July
551,2016-07-04,2016,3,7,July
552,2016-07-05,2016,3,7,July
553,2016-07-06,2016,3,7,July
554,2016-07-07,2016,3,7,July
555,2016-07-08,2016,3,7,July
556,2016-07-09,2016,3,7,July
557,2016-07-10,2016,3,7,July
558,2016-07-11,2016,3,7,July
559,2016-07-12,2016,3,7,July
560,2016-07-13,2016,3,7,July
561,2016-07-14,2016,3,7,July
562,2016-07-15,2016,3,7,July
563,2016-07-16,2016,3,7,July
564,2016-07-17,2016,3,7,July
565,2016-07-18,2016,3,7,July
566,2016-07-19,2016,3,7,July
567,2016-07-20,2016,3,7,July
568,2016-07-21,2016,3,7,July
569,2016-07-22,2016,3,7,July
570,2016-07-23,2016,3,7,July
571,2016-07-24,2016,3,7,July
572,2016-07-25,2016,3,7,July
573,2016-07-26,2016,3,7,July
574,2016-07-27,2016,3,7,July
575,2016-07-28,2016,3,7,July
576,2016-07-29,2016,3,7,July
577,2016-07-30,2016,3,7,July
578,2016-07-31,2016,3,7,July
579,2016-08-01,2016,3,8,August
580,2016-08-02,2016,3,8,August
581,2016-08-03,2016,3,8,August
582,2016-08-04,2016,3,8,August
583,2016-08-05,2016,3,8,August
584,2016-08-06,2016,3,8,August
585,2016-08-07,2016,3,8,August
586,2016-08-08,2016,3,8,August
587,2016-08-09,2016,3,8,August
588,2016-08-10,2016,3,8,August
589,2016-08-11,2016,3,8,August
590,2016-08-12,2016,3,8,August
591,2016-08-13,2016,3,8,August
592,2016-08-14,2016,3,8,August
593,2016-08-15,2016,3,8,August
594,2016-08-16,2016,3,8,August
595,2016-08-17,2016,3,8,August
596,2016-08-18,2016,3,8,August
597,2016-08-19,2016,3,8,August
598,2016-08-20,2016,3,8,August
599,2016-08-21,2016,3,8,August
600,2016-08-22,2016,3,8,August
601,2016-08-23,2016,3,8,August
602,2016-08-24,2016,3,8,August
603,2016-08-25,2016,3,8,August
604,2016-08-26,2016,3,8,August
605,2016-08-27,2016,3,8,August
606,2016-08-28,2016,3,8,August
607,2016-08-29,2016,3,8,August
608,2016-08-30,2016,3,8,August
609,2016-08-31,2016,3,8,August
610,2016-09-01,2016,3,9,September
611,2016-09-02,2016,3,9,September
612,2016-09-03,2016,3,9,September
613,2016-09-04,2016,3,9,September
614,2016-09-05,2016,3,9,September
615,2016-09-06,2016,3,9,September
616,2016-09-07,2016,3,9,September
617,2016-09-08,2016,3,9,September
618,2016-09-09,2016,3,9,September
619,2016-09-10,2016,3,9,September
620,2016-09-11,2016,3,9,September
621,2016-09-12,2016,3,9,September
622,2016-09-13,2016,3,9,September
623,2016-09-14,2016,3,9,September
624,2016-09-15,2016,3,9,September
625,2016-09-16,2016,3,9,September
626,2016-09-17,2016,3,9,September
627,2016-09-18,2016,3,9,September
628,2016-09-19,2016,3,9,September
629,2016-09-20,2016,3,9,September
630,2016-09-21,2016,3,9,September
631,2016-09-22,2016,3,9,September
632,2016-09-23,2016,3,9,September
633,2016-09-24,2016,3,9,September
634,2016-09-25,2016,3,9,September
635,2016-09-26,2016,3,9,September
636,2016-09-27,2016,3,9,September
637,2016-09-28,2016,3,9,September
638,2016-09-29,2016,3,9,September
639,2016-09-30,2016,3,9,September
640,2016-10-01,2016,4,10,October
641,2016-10-02,2016,4,10,October
642,2016-10-03,2016,4,10,October
643,2016-10-04,2016,4,10,October
644,2016-10-05,2016,4,10,October
645,2016-10-06,2016,4,10,October
646,2016-10-07,2016,4,10,October
647,2016-10-08,2016,4,10,October
648,2016-10-09,2016,4,10,October
649,2016-10-10,2016,4,10,October
650,2016-10-11,2016,4,10,October
651,2016-10-12,2016,4,10,October
652,2016-10-13,2016,4,10,October
653,2016-10-14,2016,4,10,October
654,2016-10-15,2016,4,10,October
655,2016-10-16,2016,4,10,October
656,2016-10-17,2016,4,10,October
657,2016-10-18,2016,4,10,October
658,2016-10-19,2016,4,10,October
659,2016-10-20,2016,4,10,October
660,2016-10-21,2016,4,10,October
661,2016-10-22,2016,4,10,October
662,2016-10-23,2016,4,10,October
663,2016-10-24,2016,4,10,October
664,2016-10-25,2016,4,10,October
665,2016-10-26,2016,4,10,October
666,2016-10-27,2016,4,10,October
667,2016-10-28,2016,4,10,October
668,2016-10-29,2016,4,10,October
669,2016-10-30,2016,4,10,October
670,2016-10-31,2016,4,10,October
671,2016-11-01,2016,4,11,November
672,2016-11-02,2016,4,11,November
673,2016-11-03,2016,4,11,November
674,2016-11-04,2016,4,11,November
675,2016-11-05,2016,4,11,November
676,2016-11-06,2016,4,11,November
677,2016-11-07,2016,4,11,November
678,2016-11-08,2016,4,11,November
679,2016-11-09,2016,4,11,November
680,2016-11-10,2016,4,11,November
681,2016-11-11,2016,4,11,November
682,2016-11-12,2016,4,11,November
683,2016-11-13,2016,4,11,November
684,2016-11-14,2016,4,11,November
685,2016-11-15,2016,4,11,November
686,2016-11-16,2016,4,11,November
687,2016-11-17,2016,4,11,November
688,2016-11-18,2016,4,11,November
689,2016-11-19,2016,4,11,November
690,2016-11-20,2016,4,11,November
691,2016-11-21,2016,4,11,November
692,2016-11-22,2016,4,11,November
693,2016-11-23,2016,4,11,November
694,2016-11-24,2016,4,11,November
695,2016-11-25,2016,4,11,November
696,2016-11-26,2016,4,11,November
697,2016-11-27,2016,4,11,November
698,2016-11-28,2016,4,11,November
699,2016-11-29,2016,4,11,November
700,2016-11-30,2016,4,11,November
701,2016-12-01,2016,4,12,December
702,2016-12-02,2016,4,12,December
703,2016-12-03,2016,4,12,December
704,2016-12-04,2016,4,12,December
705,2016-12-05,2016,4,12,December
706,2016-12-06,2016,4,12,December
707,2016-12-07,2016,4,12,December
708,2016-12-08,2016,4,12,December
709,2016-12-09,2016,4,12,December
710,2016-12-10,2016,4,12,December
711,2016-12-11,2016,4,12,December
712,2016-12-12,2016,4,12,December
713,2016-12-13,2016,4,12,December
714,2016-12-14,2016,4,12,December
715,2016-12-15,2016,4,12,December
716,2016-12-16,2016,4,12,December
717,2016-12-17,2016,4,12,December
718,2016-12-18,2016,4,12,December
719,2016-12-19,2016,4,12,December
720,2016-12-20,2016,4,12,December
721,2016-12-21,2016,4,12,December
722,2016-12-22,2016,4,12,December
723,2016-12-23,2016,4,12,December
724,2016-12-24,2016,4,12,December
725,2016-12-25,2016,4,12,December
726,2016-12-26,2016,4,12,December
727,2016-12-27,2016,4,12,December
728,2016-12-28,2016,4,12,December
729,2016-12-29,2016,4,12,December
730,2016-12-30,2016,4,12,December
731,2016-12-31,2016,4,12,December
732,2017-01-01,2017,1,1,January
733,2017-01-02,2017,1,1,January
734,2017-01-03,2017,1,1,January
735,2017-01-04,2017,1,1,January
736,2017-01-05,2017,1,1,January
737,2017-01-06,2017,1,1,January
738,2017-01-07,2017,1,1,January
739,2017-01-08,2017,1,1,January
740,2017-01-09,2017,1,1,January
741,2017-01-10,2017,1,1,January
742,2017-01-11,2017,1,1,January
743,2017-01-12,2017,1,1,January
744,2017-01-13,2017,1,1,January
745,2017-01-14,2017,1,1,January
746,2017-01-15,2017,1,1,January
747,2017-01-16,2017,1,1,January
748,2017-01-17,2017,1,1,January
749,2017-01-18,2017,1,1,January
750,2017-01-19,2017,1,1,January
751,2017-01-20,2017,1,1,January
752,2017-01-21,2017,1,1,January
753,2017-01-22,2017,1,1,January
754,2017-01-23,2017,1,1,January
755,2017-01-24,2017,1,1,January
756,2017-01-25,2017,1,1,January
757,2017-01-26,2017,1,1,January
758,2017-01-27,2017,1,1,January
759,2017-01-28,2017,1,1,January
760,2017-01-29,2017,1,1,January
761,2017-01-30,2017,1,1,January
762,2017-01-31,2017,1,1,January
763,2017-02-01,2017,1,2,February
764,2017-02-02,2017,1,2,February
765,2017-02-03,2017,1,2,February
766,2017-02-04,2017,1,2,February
767,2017-02-05,2017,1,2,February
768,2017-02-06,2017,1,2,February
769,2017-02-07,2017,1,2,February
770,2017-02-08,2017,1,2,February
771,2017-02-09,2017,1,2,February
772,2017-02-10,2017,1,2,February
773,2017-02-11,2017,1,2,February
774,2017-02-12,2017,1,2,February
775,2017-02-13,2017,1,2,February
